player,nation,pos,team,age,league,playing time_min,performance_gls,performance_ast,performance_crdy,performance_crdr,performance_tklw,performance_int,performance_crs,standard_sot,performance_saves,performance_ga,performance_cs
Lucas Rosier,fr FRA,FW,Rennes,18,FRA-Ligue 1,2,0,0,0,0,0,0,0,0,,,
Anthony Rouault,fr FRA,DF,Rennes,24,FRA-Ligue 1,1724,1,0,4,0,13,18,0,3,,,
Jonathan Rowe,eng ENG,FW,Marseille,22,FRA-Ligue 1,62,0,0,0,0,0,1,4,0,,,
Fabián Ruiz Peña,es ESP,MF,PSG,29,FRA-Ligue 1,1131,1,4,2,0,11,17,21,4,,,
Gerónimo Rulli,ar ARG,GK,Marseille,33,FRA-Ligue 1,2610,0,0,3,0,0,0,0,0,76,34,8
Jacen Russell-Rowe,ca CAN,FW,Toulouse,22,FRA-Ligue 1,472,1,0,0,0,3,1,3,4,,,
Idrissa Sabaly,fr FRA,MF,Strasbourg,17,FRA-Ligue 1,56,0,0,0,0,1,1,2,0,,,
Matvei Safonov,ru RUS,GK,PSG,26,FRA-Ligue 1,1350,0,0,0,0,0,0,0,0,40,14,8
Osame Sahraoui,ma MAR,MF,Lille,24,FRA-Ligue 1,505,1,2,0,0,3,4,3,4,,,
Wesley Saïd,fr FRA,MF,Lens,30,FRA-Ligue 1,1991,12,2,2,0,15,9,22,27,,,
Allan Saint-Maximin,fr FRA,MF,Lens,28,FRA-Ligue 1,410,3,3,0,0,0,0,24,3,,,
Mathis Saka,fr FRA,FW,Toulouse,18,FRA-Ligue 1,8,0,0,0,0,0,0,0,0,,,
Ibrahim Salah,ma MAR,MF,Rennes,23,FRA-Ligue 1,35,0,0,0,0,1,0,0,0,,,
Mohammed Salisu,gh GHA,DF,Monaco,26,FRA-Ligue 1,1080,1,0,3,0,11,19,0,2,,,
Mbwana Samatta,tz TAN,FW,Le Havre,32,FRA-Ligue 1,1542,2,1,4,0,6,4,7,16,,,
Mama Samba Baldé,gw GNB,"FW,MF",Brest,29,FRA-Ligue 1,716,2,2,0,0,7,5,3,5,,,
Brice Samba,fr FRA,GK,Rennes,31,FRA-Ligue 1,2880,0,0,5,0,1,0,0,0,84,44,10
Ibou Sané,sn SEN,"FW,MF",Metz,20,FRA-Ligue 1,541,1,1,2,0,3,1,14,3,,,
Sadibou Sané,sn SEN,DF,Metz,21,FRA-Ligue 1,1940,2,1,5,2,34,39,4,2,,,
Arouna Sangante,sn SEN,DF,Le Havre,23,FRA-Ligue 1,2324,1,1,4,2,25,36,8,5,,,
Mamadou Sangare,ml MLI,MF,Lens,23,FRA-Ligue 1,2323,3,4,5,0,54,40,7,14,,,
Nhoa Sangui,fr FRA,DF,Paris FC,19,FRA-Ligue 1,1737,0,0,0,0,14,21,37,1,,,
Morgan Sanson,fr FRA,MF,Nice,30,FRA-Ligue 1,1772,0,2,4,0,25,24,39,4,,,
Tiago Santos,pt POR,DF,Lille,23,FRA-Ligue 1,709,0,0,0,0,8,5,32,0,,,
Bouna Sarr,sn SEN,"MF,DF",Metz,33,FRA-Ligue 1,895,0,0,1,0,13,11,31,3,,,
Malang Sarr,fr FRA,DF,Lens,26,FRA-Ligue 1,2925,0,1,4,0,44,76,10,5,,,
Mamadou Sarr,sn SEN,DF,Strasbourg,19,FRA-Ligue 1,1305,0,0,3,0,13,5,0,0,,,
Martin Satriano,uy URU,FW,Lyon,24,FRA-Ligue 1,692,2,1,1,0,3,5,5,7,,,
Mario Sauer,sk SVK,MF,Toulouse,21,FRA-Ligue 1,651,1,0,4,0,6,10,7,3,,,
Amine Sbai,ma MAR,"MF,FW",Angers,24,FRA-Ligue 1,1818,3,1,3,1,10,4,59,16,,,
Alidu Seidu,gh GHA,DF,Rennes,25,FRA-Ligue 1,1186,0,1,1,0,22,17,11,1,,,
Ayumu Seko,jp JPN,"MF,DF",Le Havre,25,FRA-Ligue 1,2625,0,0,6,0,24,35,5,6,,,
Marvin Senaya,gh GHA,"DF,MF",Auxerre,24,FRA-Ligue 1,1780,1,0,5,0,31,34,42,5,,,
Djibril Sidibé,fr FRA,"MF,DF",Toulouse,33,FRA-Ligue 1,2141,3,4,1,0,32,18,57,5,,,
Francisco Sierralta,cl CHI,DF,Auxerre,28,FRA-Ligue 1,861,1,0,2,0,6,9,0,2,,,
Mathys Silestrie,fr FRA,GK,Rennes,19,FRA-Ligue 1,180,0,0,0,0,0,0,0,0,8,6,0
Abdallah Sima,sn SEN,"MF,FW",Lens,24,FRA-Ligue 1,718,2,2,3,0,5,1,14,9,,,
Moses Simon,ng NGA,"MF,FW",Paris FC,30,FRA-Ligue 1,2001,3,3,1,0,11,8,143,11,,,
Dan Sinaté,fr FRA,DF,Angers,19,FRA-Ligue 1,33,0,0,0,0,0,0,1,0,,,
Lassine Sinayoko,ml MLI,"FW,MF",Auxerre,25,FRA-Ligue 1,2770,12,4,8,0,26,26,32,39,,,
Ibrahima Sissoko,ml MLI,"MF,DF",Nantes,27,FRA-Ligue 1,803,0,0,4,0,7,16,6,0,,,
Telli Siwe,fr FRA,DF,Auxerre,20,FRA-Ligue 1,315,0,0,0,0,4,5,0,1,,,
Mezian Soares,pt POR,MF,Lens,15,FRA-Ligue 1,12,1,0,0,0,0,0,0,1,,,
Florian Sotoca,fr FRA,"MF,FW",Lens,34,FRA-Ligue 1,507,1,0,1,0,4,7,11,1,,,
Sambou Soumano,sn SEN,FW,Lorient,24,FRA-Ligue 1,941,4,2,2,0,4,4,0,10,,,
Issa Soumaré,sn SEN,"FW,MF",Le Havre,24,FRA-Ligue 1,2948,8,5,3,0,20,12,61,28,,,
Benjamin Stambouli,fr FRA,MF,Metz,34,FRA-Ligue 1,960,0,0,0,0,16,9,8,1,,,
Pavel Šulc,cz CZE,"FW,MF",Lyon,24,FRA-Ligue 1,1566,11,3,3,0,13,6,13,18,,,
Lamine Sy,mr MTN,DF,Auxerre,22,FRA-Ligue 1,1536,0,0,1,0,29,26,47,2,,,
Abakar Sylla,ci CIV,DF,Strasbourg,22,FRA-Ligue 1,2,0,0,0,0,0,0,0,0,,,
Abakar Sylla,ci CIV,DF,Nantes,22,FRA-Ligue 1,65,0,0,0,0,0,0,0,0,,,
Fodé Sylla,fr FRA,MF,Lens,19,FRA-Ligue 1,99,0,0,0,0,6,3,0,0,,,
Sebastian Szymański,pl POL,MF,Rennes,26,FRA-Ligue 1,776,1,3,2,0,10,3,56,5,,,
Musa Al-Taamari,jo JOR,"MF,FW",Rennes,28,FRA-Ligue 1,2212,6,6,4,0,16,11,86,23,,,
Nicolás Tagliafico,ar ARG,DF,Lyon,32,FRA-Ligue 1,1310,0,3,5,2,14,17,20,1,,,
Montassar Talbi,tn TUN,DF,Lorient,27,FRA-Ligue 1,2610,0,1,3,0,19,27,5,2,,,
Tylel Tati,fr FRA,DF,Nantes,17,FRA-Ligue 1,1721,0,0,5,1,13,14,1,0,,,
Tanner Tessmann,us USA,MF,Lyon,23,FRA-Ligue 1,1953,1,0,2,0,21,13,17,8,,,
Jordan Teze,nl NED,"MF,DF",Monaco,25,FRA-Ligue 1,2489,1,2,8,0,45,30,64,5,,,
Florian Thauvin,fr FRA,MF,Lens,32,FRA-Ligue 1,2443,11,6,6,0,17,11,202,27,,,
Adrien Thomasson,fr FRA,MF,Lens,31,FRA-Ligue 1,2683,3,9,11,0,56,20,121,13,,,
Cheikh Tidiane Sabaly,sn SEN,"MF,FW",Metz,26,FRA-Ligue 1,967,0,2,2,0,13,3,14,4,,,
Quinten Timber,nl NED,MF,Marseille,24,FRA-Ligue 1,1105,0,0,4,0,17,9,7,2,,,
Corentin Tolisso,fr FRA,MF,Lyon,30,FRA-Ligue 1,2302,11,4,4,0,18,17,49,27,,,
Abdoulaye Touré,gn GUI,MF,Le Havre,31,FRA-Ligue 1,740,2,0,2,0,6,10,13,4,,,
Alpha Touré,sn SEN,MF,Metz,19,FRA-Ligue 1,1606,0,1,5,0,23,10,13,1,,,
Ilane Touré,fr FRA,MF,Monaco,18,FRA-Ligue 1,35,0,0,0,0,0,0,4,0,,,
Ousmane Toure,fr FRA,DF,Lille,20,FRA-Ligue 1,51,0,0,0,0,0,2,0,0,,,
Souleymane Touré,fr FRA,DF,Lorient,22,FRA-Ligue 1,29,0,0,0,0,0,0,0,0,,,
Lucas Tousart,fr FRA,"MF,DF",Brest,28,FRA-Ligue 1,834,1,0,0,0,12,9,3,3,,,
Boubacar Traoré,ml MLI,MF,Metz,23,FRA-Ligue 1,1387,1,0,4,0,26,15,2,3,,,
Hamari Traoré,ml MLI,DF,Paris FC,33,FRA-Ligue 1,1150,0,1,4,0,22,18,27,0,,,
Kevin Trapp,de GER,GK,Paris FC,35,FRA-Ligue 1,1980,0,0,2,0,0,1,0,0,56,29,7
Heorhii Tsitaishvili,ge GEO,"MF,DF",Metz,24,FRA-Ligue 1,2449,3,2,3,0,12,14,160,8,,,
Matthieu Udol,fr FRA,"MF,DF",Lens,29,FRA-Ligue 1,3002,1,7,2,0,21,51,115,17,,,
Vanderson,br BRA,"DF,MF",Monaco,24,FRA-Ligue 1,616,0,2,4,0,13,19,33,0,,,
Charles Vanhoutte,be BEL,MF,Nice,26,FRA-Ligue 1,1772,0,2,7,0,28,21,13,1,,,
Robinio Vaz,fr FRA,FW,Marseille,18,FRA-Ligue 1,379,4,2,2,0,4,3,4,6,,,
Calvin Verdonk,id IDN,DF,Lille,28,FRA-Ligue 1,790,0,0,3,1,10,15,30,1,,,
Arthur Vermeeren,be BEL,MF,Marseille,20,FRA-Ligue 1,828,0,1,1,1,11,11,3,1,,,
Julián Vignolo,ar ARG,MF,Toulouse,18,FRA-Ligue 1,195,2,0,0,0,3,0,10,7,,,
Vitinha,pt POR,MF,PSG,25,FRA-Ligue 1,2119,1,7,2,0,20,26,21,10,,,
Alexis Vossah,fr FRA,MF,Toulouse,17,FRA-Ligue 1,1092,1,1,5,1,7,7,6,2,,,
Elye Wahi,ci CIV,FW,Nice,22,FRA-Ligue 1,922,5,1,5,0,4,2,9,15,,,
Timothy Weah,us USA,"MF,DF",Marseille,25,FRA-Ligue 1,2253,2,2,5,0,35,15,62,10,,,
Christopher Wooh,cm CMR,DF,Rennes,23,FRA-Ligue 1,64,0,0,0,1,0,0,0,0,,,
Daniel Xavier Semedo,fr FRA,MF,Lorient,21,FRA-Ligue 1,11,0,0,0,0,0,1,0,0,,,
Roman Yaremchuk,ua UKR,FW,Lyon,29,FRA-Ligue 1,561,4,1,1,0,3,0,1,6,,,
Gessime Yassine,ma MAR,MF,Strasbourg,19,FRA-Ligue 1,510,0,1,0,0,9,1,18,1,,,
Terry Yegbe,gh GHA,DF,Metz,24,FRA-Ligue 1,1963,0,1,3,0,7,22,5,2,,,
Bertuğ Yıldırım,tr TUR,FW,Rennes,23,FRA-Ligue 1,3,0,0,0,0,0,0,0,0,,,
Darlin Yongwa,cm CMR,"DF,MF",Lorient,24,FRA-Ligue 1,1312,0,1,4,1,24,11,38,2,,,
Ali Yousuf,ly LBY,DF,Nantes,24,FRA-Ligue 1,969,0,0,4,0,7,18,1,1,,,
Etienne Youte Kinkoue,fr FRA,"DF,MF",Le Havre,23,FRA-Ligue 1,419,0,0,2,0,3,1,0,0,,,
Illia Zabarnyi,ua UKR,DF,PSG,22,FRA-Ligue 1,2387,1,0,6,0,20,20,0,3,,,
Yassir Zabiri,ma MAR,MF,Rennes,20,FRA-Ligue 1,48,0,0,0,0,1,0,1,2,,,
Yvan Zaddy,ci CIV,MF,Auxerre,19,FRA-Ligue 1,1,0,0,0,0,0,0,0,0,,,
Stephan Zagadou,fr FRA,DF,Le Havre,16,FRA-Ligue 1,495,1,0,0,1,5,1,0,1,,,
Warren Zaïre-Emery,fr FRA,"DF,MF",PSG,19,FRA-Ligue 1,2447,3,4,3,0,29,11,15,7,,,
Denis Zakaria,ch SUI,"DF,MF",Monaco,28,FRA-Ligue 1,2031,2,1,4,1,25,45,11,3,,,
Melvin Zinga,fr FRA,GK,Angers,23,FRA-Ligue 1,222,0,0,0,0,1,0,0,0,8,5,0
Luck Zogbé,ci CIV,DF,Brest,20,FRA-Ligue 1,288,0,0,0,0,5,3,11,0,,,
Yanis Zouaoui,dz ALG,"DF,MF",Le Havre,27,FRA-Ligue 1,2338,1,1,7,0,30,27,182,5,,,
Myenty Abena,sr SUR,DF,Gaziantep,30,TUR-Super Lig,1926,1,1,2,1,22,15,1,2,,,
Tammy Abraham,eng ENG,FW,Beşiktaş,27,TUR-Super Lig,1247,7,1,3,0,2,6,4,16,,,
Yaw Ackah,gh GHA,MF,Kayserispor,26,TUR-Super Lig,184,0,0,0,0,0,1,0,1,,,
Emmanuel Agbadou,ci CIV,DF,Beşiktaş,28,TUR-Super Lig,1091,1,1,4,0,15,17,3,4,,,
Dan Agyei,gh GHA,"MF,FW",Kocaelispor,28,TUR-Super Lig,2122,5,0,1,0,3,4,65,17,,,
Youssef Aït Bennasser,ma MAR,"MF,DF",Kayserispor,29,TUR-Super Lig,1468,0,0,7,0,14,17,7,0,,,
Samet Akaydın,tr TUR,DF,Rizespor,31,TUR-Super Lig,2566,3,1,11,1,25,61,1,7,,,
Emre Akbaba,tr TUR,"MF,FW",Eyüpspor,32,TUR-Super Lig,992,4,0,3,0,22,10,34,10,,,
Halil Akbunar,tr TUR,"MF,FW",Eyüpspor,31,TUR-Super Lig,507,2,0,1,0,9,2,9,3,,,
Yusuf Akçiçek,tr TUR,DF,Fenerbahçe,19,TUR-Super Lig,90,0,0,0,0,0,1,0,0,,,
Ümit Akdag,ro ROU,DF,Alanyaspor,21,TUR-Super Lig,2621,1,2,8,0,24,34,30,2,,,
Tuğbey Akgün,tr TUR,MF,Karagümrük,22,TUR-Super Lig,5,0,0,0,0,0,0,0,0,,,
Yunus Akgün,tr TUR,MF,Galatasaray,25,TUR-Super Lig,1813,7,9,1,0,13,10,41,11,,,
Gökhan Akkan,tr TUR,GK,Gençlerbirliği,30,TUR-Super Lig,360,0,0,1,0,0,0,0,0,7,8,0
Muhammet Akmelek,,FW,Gaziantep,16,TUR-Super Lig,13,0,0,1,0,0,0,0,0,,,
Fatih Aksoy,tr TUR,"DF,MF",Alanyaspor,27,TUR-Super Lig,840,0,0,3,0,8,14,5,2,,,
Kerem Aktürkoğlu,tr TUR,"MF,FW",Fenerbahçe,26,TUR-Super Lig,1950,8,7,3,0,14,9,126,22,,,
Kaan Akyazi,,FW,Konyaspor,19,TUR-Super Lig,25,0,0,0,0,2,0,1,0,,,
Ufuk Akyol,de GER,MF,Konyaspor,27,TUR-Super Lig,2,0,0,0,0,0,0,0,0,,,
Enes Albak,tr TUR,DF,Samsunspor,20,TUR-Super Lig,27,0,0,0,0,0,0,1,0,,,
Danijel Aleksić,rs SRB,MF,Konyaspor,34,TUR-Super Lig,195,1,0,0,0,2,1,1,2,,,
Ömer Ali Şahiner,tr TUR,DF,Başakşehir,33,TUR-Super Lig,1836,2,0,5,0,14,13,34,4,,,
Xusniddin Aliqulov,uz UZB,DF,Rizespor,26,TUR-Super Lig,426,0,0,4,0,2,13,3,1,,,
Fidan Aliti,xk KVX,DF,Alanyaspor,31,TUR-Super Lig,2672,0,1,10,0,23,39,12,3,,,
Jim Allevinah,ga GAB,MF,Kasımpaşa,30,TUR-Super Lig,248,1,0,2,0,6,3,7,2,,,
Barış Alper Yılmaz,tr TUR,"MF,FW",Galatasaray,25,TUR-Super Lig,2306,8,11,7,0,13,3,131,24,,,
Taha Altıkardeş,tr TUR,DF,Göztepe,21,TUR-Super Lig,1383,1,0,0,0,13,29,14,3,,,
Metehan Altunbaş,tr TUR,"MF,FW",Eyüpspor,22,TUR-Super Lig,1000,7,0,5,0,19,11,2,11,,,
Edson Álvarez,mx MEX,MF,Fenerbahçe,27,TUR-Super Lig,762,0,1,4,0,18,16,2,5,,,
Michael Amir Murillo,pa PAN,DF,Beşiktaş,29,TUR-Super Lig,958,1,1,4,0,8,6,29,4,,,
Sofyan Amrabat,ma MAR,MF,Fenerbahçe,28,TUR-Super Lig,97,0,0,0,0,0,2,2,0,,,
Charles André Raux,fr FRA,MF,Eyüpspor,23,TUR-Super Lig,503,2,0,3,0,7,3,6,4,,,
Yhoan Andzouana,cg CGO,"DF,MF",Konyaspor,28,TUR-Super Lig,2615,2,4,3,0,21,20,92,8,,,
Seyfettin Anıl Yaşar,tr TUR,DF,Eyüpspor,23,TUR-Super Lig,355,0,0,1,1,6,7,0,1,,,
Taylan Antalyalı,tr TUR,MF,Rizespor,30,TUR-Super Lig,1301,0,0,4,0,17,20,8,3,,,
Alexis Antunes,ch SUI,MF,Göztepe,25,TUR-Super Lig,690,1,1,2,0,11,7,33,8,,,
Aaron Appindangoyé,ga GAB,DF,Kocaelispor,33,TUR-Super Lig,315,0,0,0,0,1,5,0,1,,,
Adem Arous,tn TUN,DF,Kasımpaşa,21,TUR-Super Lig,1670,1,0,2,0,22,24,4,1,,,
Marco Asensio,es ESP,MF,Fenerbahçe,29,TUR-Super Lig,1871,11,12,2,0,8,11,125,26,,,
Kristjan Asllani,al ALB,MF,Beşiktaş,23,TUR-Super Lig,895,2,2,0,1,4,10,17,3,,,
Yaser Asprilla,co COL,MF,Galatasaray,21,TUR-Super Lig,159,0,0,0,0,0,2,6,1,,,
Kouadou Assoumou,fr FRA,"MF,FW",Samsunspor,22,TUR-Super Lig,366,1,0,0,0,3,4,8,2,,,
Felipe Augusto,br BRA,"MF,FW",Trabzonspor,21,TUR-Super Lig,2185,13,0,1,0,18,11,18,30,,,
Loide Augusto,ao ANG,"MF,FW",Rizespor,25,TUR-Super Lig,1160,3,2,5,0,5,1,43,8,,,
Furkan Ayaz,,,Gençlerbirliği,15,TUR-Super Lig,20,0,0,0,0,0,0,0,0,,,
Egemen Aydın,tr TUR,GK,Konyaspor,18,TUR-Super Lig,6,0,0,0,0,0,0,0,0,2,0,0
Eyüp Aydın,tr TUR,MF,Samsunspor,20,TUR-Super Lig,326,0,0,1,0,6,4,3,2,,,
Eyüp Aydın,tr TUR,MF,Kasımpaşa,20,TUR-Super Lig,76,0,0,0,0,4,1,3,0,,,
Oğuz Aydın,tr TUR,"MF,DF",Fenerbahçe,24,TUR-Super Lig,651,0,2,2,0,8,2,48,5,,,
Taylan Aydın,tr TUR,DF,Kasımpaşa,19,TUR-Super Lig,8,0,0,0,0,0,0,0,0,,,
Soner Aydoğdu,tr TUR,MF,Samsunspor,34,TUR-Super Lig,105,0,0,0,0,2,0,7,0,,,
Kaan Ayhan,tr TUR,"MF,DF",Galatasaray,30,TUR-Super Lig,394,1,0,1,0,9,4,5,1,,,
Ousseynou Ba,sn SEN,DF,Başakşehir,29,TUR-Super Lig,1094,0,0,7,1,5,20,0,1,,,
Mame Baba Thiam,sn SEN,"FW,MF",Eyüpspor,32,TUR-Super Lig,1178,2,0,4,0,9,6,10,11,,,
Shavy Babicka,ga GAB,"MF,FW",Karagümrük,25,TUR-Super Lig,856,1,1,0,0,7,5,7,4,,,
Juninho Bacuna,cw CUW,MF,Gaziantep,27,TUR-Super Lig,219,0,0,1,0,5,4,9,2,,,
Bünyamin Balcı,tr TUR,DF,Antalyaspor,25,TUR-Super Lig,2349,0,4,5,0,37,28,56,2,,,
Jure Balkovec,si SVN,DF,Karagümrük,30,TUR-Super Lig,1511,0,0,7,1,12,14,30,3,,,
Samuel Ballet,ch SUI,"MF,FW",Antalyaspor,24,TUR-Super Lig,1721,5,0,10,0,38,15,31,11,,,
Botond Balogh,hu HUN,DF,Kocaelispor,23,TUR-Super Lig,1657,0,0,6,0,21,23,1,0,,,
Metehan Baltacı,tr TUR,DF,Galatasaray,22,TUR-Super Lig,26,0,0,0,0,1,1,0,0,,,
Rayyan Baniya,,DF,Konyaspor,26,TUR-Super Lig,130,0,0,0,0,0,2,0,1,,,
Rayyan Baniya,,DF,Trabzonspor,26,TUR-Super Lig,218,0,0,0,0,1,2,0,0,,,
Yusuf Barasi,tr TUR,MF,Kasımpaşa,22,TUR-Super Lig,275,0,0,2,0,1,4,9,2,,,
Abdülkerim Bardakcı,tr TUR,DF,Galatasaray,30,TUR-Super Lig,2541,0,1,5,0,26,25,28,5,,,
Enis Bardhi,mk MKD,MF,Konyaspor,30,TUR-Super Lig,2052,5,4,5,1,17,11,102,19,,,
Boran Başkan,tr TUR,DF,Trabzonspor,19,TUR-Super Lig,93,0,0,0,0,1,1,3,0,,,
Arsenii Batahov,ua UKR,DF,Trabzonspor,23,TUR-Super Lig,2115,0,2,1,0,31,29,4,3,,,
Bilal Bayazit,nl NED,GK,Kayserispor,26,TUR-Super Lig,2520,0,0,5,0,1,0,0,0,102,49,7
Furkan Bayır,tr TUR,DF,Göztepe,25,TUR-Super Lig,338,0,0,2,0,2,3,0,1,,,
Ogün Bayrak,,"MF,DF",Göztepe,26,TUR-Super Lig,554,0,1,1,0,7,6,25,0,,,
Riechedly Bazoer,cw CUW,"DF,MF",Konyaspor,28,TUR-Super Lig,924,0,0,7,1,9,11,4,1,,,
Rodrigo Becão,br BRA,DF,Fenerbahçe,29,TUR-Super Lig,7,0,0,0,0,0,0,0,0,,,
Rodrigo Becão,br BRA,DF,Kasımpaşa,29,TUR-Super Lig,1112,0,1,4,1,9,8,1,0,,,
Efkan Bekiroğlu,,MF,Göztepe,29,TUR-Super Lig,1062,3,3,3,0,8,5,61,7,,,
Furkan Bekleviç,tr TUR,GK,Karagümrük,26,TUR-Super Lig,180,0,0,0,0,0,0,0,0,3,1,1
Mortadha Ben Ouanes,tn TUN,MF,Kasımpaşa,31,TUR-Super Lig,2272,2,6,8,1,13,26,66,4,,,
Adrian Benedyczak,pl POL,"FW,MF",Kasımpaşa,24,TUR-Super Lig,1155,10,1,1,0,9,4,11,18,,,
László Bénes,sk SVK,MF,Kayserispor,27,TUR-Super Lig,2577,7,2,3,1,14,27,126,27,,,
El Bilal Touré,ml MLI,"MF,FW",Beşiktaş,23,TUR-Super Lig,1647,5,4,4,1,10,2,10,24,,,
Tayfur Bingöl,tr TUR,"MF,FW",Kocaelispor,32,TUR-Super Lig,2121,5,2,7,0,23,15,22,18,,,
Davide Biraschi,it ITA,DF,Karagümrük,31,TUR-Super Lig,1144,0,0,1,0,7,19,2,1,,,
Morten Bjørlo,no NOR,MF,Konyaspor,29,TUR-Super Lig,1335,0,3,4,0,5,10,8,1,,,
Emmanuel Boateng,gh GHA,FW,Gaziantep,29,TUR-Super Lig,472,1,0,2,0,2,0,1,4,,,
Sacha Boey,fr FRA,DF,Galatasaray,24,TUR-Super Lig,561,1,0,0,0,12,2,9,2,,,
Malcom Bokélé,cm CMR,DF,Göztepe,25,TUR-Super Lig,2648,3,0,10,1,12,30,14,5,,,
Yohan Boli,ci CIV,FW,Antalyaspor,31,TUR-Super Lig,883,2,1,0,0,5,0,1,5,,,
Toni Borevkovic,hr CRO,DF,Samsunspor,28,TUR-Super Lig,1139,1,0,2,0,11,16,0,1,,,
Arif Boşluk,,DF,Trabzonspor,22,TUR-Super Lig,370,0,0,0,0,15,3,5,0,,,
Arif Boşluk,,DF,Konyaspor,22,TUR-Super Lig,772,0,0,3,0,20,11,7,0,,,
Melih Bostan,tr TUR,FW,Konyaspor,21,TUR-Super Lig,120,0,0,0,0,2,0,4,0,,,
Salem Bouajila,fi FIN,FW,Göztepe,17,TUR-Super Lig,17,0,0,1,0,0,0,0,0,,,
Benjamin Bouchouari,ma MAR,MF,Trabzonspor,23,TUR-Super Lig,620,0,0,1,1,8,4,3,3,,,
Umut Bozok,tr TUR,FW,Eyüpspor,28,TUR-Super Lig,2102,6,6,4,0,5,5,5,20,,,
Joshua Brenet,cw CUW,"DF,MF",Kayserispor,31,TUR-Super Lig,798,0,2,1,0,1,10,16,0,,,
Ivan Brnić,hr CRO,MF,Başakşehir,23,TUR-Super Lig,945,4,3,0,0,1,7,89,9,,,
Archie Brown,eng ENG,"DF,MF",Fenerbahçe,23,TUR-Super Lig,1533,3,2,5,0,24,7,85,7,,,
İsmail Buğa,,MF,Konyaspor,18,TUR-Super Lig,113,0,0,0,0,1,0,2,0,,,
Tahsin Bülbül,,MF,Samsunspor,19,TUR-Super Lig,84,0,0,1,0,1,1,2,0,,,
Muhamed Buljubasic,ba BIH,MF,Rizespor,21,TUR-Super Lig,796,0,0,1,0,8,8,7,3,,,
Emrecan Bulut,,"MF,FW",Rizespor,23,TUR-Super Lig,590,1,2,1,0,7,3,13,5,,,
Onur Bulut,tr TUR,DF,Başakşehir,31,TUR-Super Lig,979,0,1,1,0,12,9,26,1,,,
Taylan Bulut,de GER,DF,Beşiktaş,19,TUR-Super Lig,445,0,0,0,0,7,1,9,1,,,
Abdulsamet Burak,,DF,Kayserispor,29,TUR-Super Lig,375,0,0,3,0,3,6,5,0,,,
Mustafa Burak Bozan,,GK,Gaziantep,24,TUR-Super Lig,1233,0,1,2,1,0,1,0,0,45,24,3
Cafú,pt POR,MF,Kasımpaşa,32,TUR-Super Lig,1326,0,1,6,2,6,10,43,3,,,
Oğulcan Çağlayan,tr TUR,FW,Kocaelispor,29,TUR-Super Lig,196,0,0,1,0,0,0,2,0,,,
Uğurcan Çakır,tr TUR,GK,Galatasaray,29,TUR-Super Lig,2250,0,0,4,0,0,0,0,0,67,21,8
Uğurcan Çakır,tr TUR,GK,Trabzonspor,29,TUR-Super Lig,360,0,0,0,0,0,0,0,0,9,1,3
Onuralp Çakiroğlu,tr TUR,FW,Trabzonspor,17,TUR-Super Lig,26,0,0,0,0,0,0,2,0,,,
Lucas Calegari,br BRA,"DF,MF",Eyüpspor,23,TUR-Super Lig,1613,1,2,1,0,19,16,53,4,,,
Josip Čalušić,hr CRO,DF,Konyaspor,31,TUR-Super Lig,298,0,0,1,0,2,5,0,0,,,
João Camacho,pt POR,MF,Karagümrük,31,TUR-Super Lig,319,0,0,1,0,1,3,8,2,,,
Drissa Camara,ci CIV,MF,Gaziantep,23,TUR-Super Lig,1732,3,6,6,1,20,11,18,24,,,
İrfan Can Eğribayat,tr TUR,GK,Samsunspor,27,TUR-Super Lig,270,0,0,0,0,0,0,0,0,7,6,0
İrfan Can Eğribayat,tr TUR,GK,Fenerbahçe,27,TUR-Super Lig,270,0,0,0,0,0,0,0,0,2,3,1
İrfan Can Kahveci,tr TUR,MF,Fenerbahçe,30,TUR-Super Lig,285,0,0,0,0,3,1,21,2,,,
İrfan Can Kahveci,tr TUR,MF,Kasımpaşa,30,TUR-Super Lig,1365,2,3,5,0,15,8,78,8,,,
Mesut Can Tunalı,,MF,Kocaelispor,24,TUR-Super Lig,45,0,0,0,0,0,0,0,0,,,
Cihan Çanak,tr TUR,MF,Gençlerbirliği,20,TUR-Super Lig,443,0,0,0,0,4,4,10,1,,,
Cihan Çanak,tr TUR,MF,Trabzonspor,20,TUR-Super Lig,42,0,0,0,0,0,0,1,0,,,
Atakan Çankaya,tr TUR,DF,Karagümrük,27,TUR-Super Lig,1530,1,1,3,0,21,26,16,3,,,
Erdem Canpolat,de GER,GK,Rizespor,24,TUR-Super Lig,630,0,0,2,0,0,0,0,0,22,10,2
Miguel Cardoso,pt POR,"MF,FW",Kayserispor,31,TUR-Super Lig,2852,2,6,6,0,25,8,266,23,,,
Lionel Carole,fr FRA,DF,Kayserispor,34,TUR-Super Lig,1900,0,0,3,0,24,31,23,0,,,
Ebrima Ceesay,gm GAM,FW,Samsunspor,19,TUR-Super Lig,8,0,0,0,0,0,0,0,0,,,
Jesper Ceesay,gm GAM,MF,Antalyaspor,23,TUR-Super Lig,2143,0,0,4,0,32,34,5,2,,,
Cihat Çelik,nl NED,MF,Kocaelispor,29,TUR-Super Lig,13,0,0,0,0,0,0,0,0,,,
İzzet Çelik,tr TUR,MF,Alanyaspor,21,TUR-Super Lig,175,0,0,0,0,6,3,1,0,,,
